molid,smiles,n_pka,datasets,has_exclude,drug_like_pass,filter_reason,mw,logp,hbd,hba,rotb,tpsa,natoms
mol19886,COc1ccc(CCNCC(O)COc2ccc(Cc3nc(-c4cccs4)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,493.63,4.32,3.0,7.0,13.0,88.63,35.0
mol19887,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Cl)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,431.92,3.32,3.0,6.0,11.0,88.63,30.0
mol19888,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c(Cl)[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,445.95,3.63,3.0,6.0,11.0,88.63,31.0
mol19889,COc1ccc(CCNCC(O)COc2ccc(-c3nc(CN4CCOCC4)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,496.61,2.5,3.0,8.0,13.0,101.1,36.0
mol19890,COCc1[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)nc1C,1,Baltruschat_chembl_pka,False,True,pass,455.56,3.12,3.0,7.0,13.0,97.86,33.0
mol19891,CCCCNC(=O)NCCNCC(O)COc1ccc(-c2nc(C)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,389.5,1.81,5.0,5.0,12.0,111.3,28.0
mol19892,CC(C)(C)NCC(O)COc1ccc(Cc2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,385.53,3.86,3.0,5.0,8.0,70.17,27.0
mol19893,COc1ccc(CCNCC(O)COc2ccc(Cc3nc(C)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,425.53,2.9,3.0,6.0,12.0,88.63,31.0
mol19894,COc1ccc(CCNCC(O)COc2ccc(CCc3nc(Br)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,504.43,3.55,3.0,6.0,13.0,88.63,32.0
mol19895,Cc1c[nH]c(Cc2ccc(OCC(O)CNC(C)(C)C)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,317.43,2.44,3.0,4.0,7.0,70.17,23.0
mol19896,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2Br)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,490.4,3.74,3.0,6.0,11.0,88.63,31.0
mol19897,CCOCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,455.56,3.2,3.0,7.0,14.0,97.86,33.0
mol19898,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c(C)[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,425.53,3.28,3.0,6.0,11.0,88.63,31.0
mol19899,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Br)c(C)[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,490.4,3.74,3.0,6.0,11.0,88.63,31.0
mol19900,O=C(NCCNCC(O)COc1ccc(-c2ncc[nH]2)cc1)Nc1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,395.46,2.23,5.0,5.0,10.0,111.3,29.0
mol19901,CC(C)NCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,357.48,3.54,3.0,5.0,8.0,70.17,25.0
mol19902,CCOCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,387.51,3.17,3.0,6.0,11.0,79.4,27.0
mol19903,CCOCCNC[C@H](O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,387.51,3.17,3.0,6.0,11.0,79.4,27.0
mol19904,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)C)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,439.56,3.79,3.0,6.0,12.0,88.63,32.0
mol19905,COc1ccc(CCNCC(O)COc2ccc(-c3ncco3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,398.46,2.93,2.0,7.0,11.0,85.98,29.0
mol19906,COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,441.53,2.81,3.0,7.0,13.0,97.86,32.0
mol19907,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Br)c[nH]3)cc2Cl)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,510.82,4.08,3.0,6.0,11.0,88.63,31.0
mol19908,COc1ccc(CCNCC(O)COc2ccc(-c3nc(CO)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,427.5,2.16,4.0,7.0,12.0,108.86,31.0
mol19909,Cn1nc(O)c(CC(N)C(=O)O)n1,1,Baltruschat_chembl_pka,False,True,pass,186.17,-1.52,3.0,5.0,3.0,114.26,13.0
mol19910,CCOC(=O)c1nonc1O,1,Baltruschat_chembl_pka,False,True,pass,158.11,-0.05,1.0,6.0,2.0,85.45,11.0
mol19911,CCOC(=O)c1nsnc1O,1,Baltruschat_chembl_pka,False,True,pass,174.18,0.42,1.0,6.0,2.0,72.31,11.0
mol19912,CCOC(=O)c1cn(C)nc1O,1,Baltruschat_chembl_pka,False,True,pass,170.17,0.3,1.0,4.0,2.0,64.35,12.0
mol19913,CCOC(=O)c1c(O)nnn1Cc1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,247.25,1.21,1.0,5.0,4.0,77.24,18.0
mol19914,CCOC(=O)c1nn(Cc2ccccc2)nc1O,1,Baltruschat_chembl_pka,False,True,pass,247.25,1.21,1.0,5.0,4.0,77.24,18.0
mol19915,CCOC(=O)c1nnn(Cc2ccccc2)c1O,1,Baltruschat_chembl_pka,False,True,pass,247.25,1.21,1.0,5.0,4.0,77.24,18.0
mol19916,CCOC(=O)c1c(O)nnn1C,1,Baltruschat_chembl_pka,False,True,pass,171.16,-0.3,1.0,5.0,2.0,77.24,12.0
mol19917,CCOC(=O)c1nn(C)nc1O,1,Baltruschat_chembl_pka,False,True,pass,171.16,-0.3,1.0,5.0,2.0,77.24,12.0
mol19918,CCOC(=O)c1nnn(C)c1O,1,Baltruschat_chembl_pka,False,True,pass,171.16,-0.3,1.0,5.0,2.0,77.24,12.0
mol19920,CSc1nccn1C,1,Baltruschat_chembl_pka,False,True,pass,128.2,1.14,0.0,2.0,1.0,17.82,8.0
mol19924,CN(C)CCCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,1,Baltruschat_chembl_pka,False,True,pass,366.47,4.83,1.0,5.0,9.0,71.3,27.0
mol19925,O=[N+]([O-])c1cccc2nc3ccccc3c(NCc3ccccc3)c12,1,Baltruschat_chembl_pka,False,True,pass,329.36,4.91,1.0,4.0,4.0,68.06,25.0
mol19926,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCc3ccccc3)c12,1,Baltruschat_chembl_pka,False,True,pass,343.39,4.95,1.0,4.0,5.0,68.06,26.0
mol19927,CC(C)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,1,Baltruschat_chembl_pka,False,True,pass,309.37,4.75,1.0,4.0,5.0,68.06,23.0
mol1993,C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,1,Hunt,False,True,pass,334.28,2.6,3.0,4.0,4.0,103.68,24.0
mol19934,C[C@H](N)CNc1nc(-c2ccncc2)cc2cnccc12,1,Baltruschat_chembl_pka,False,True,pass,279.35,2.45,2.0,5.0,4.0,76.72,21.0
mol19935,CCN1CNS(=O)(=O)c2cc(Cl)ccc21,1,Baltruschat_chembl_pka,False,True,pass,246.72,1.42,1.0,3.0,1.0,49.41,15.0
mol19936,O=S1(=O)NCN(CC(F)(F)F)c2ccc(Cl)cc21,1,Baltruschat_chembl_pka,False,True,pass,300.69,1.96,1.0,3.0,1.0,49.41,18.0
mol19937,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)NCN2CCF,1,Baltruschat_chembl_pka,False,True,pass,275.26,0.62,1.0,5.0,3.0,92.55,18.0
mol19938,O=S1(=O)NCN(CCF)c2ccc(Cl)cc21,1,Baltruschat_chembl_pka,False,True,pass,264.71,1.37,1.0,3.0,2.0,49.41,16.0
mol19939,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,1,Baltruschat_chembl_pka,False,True,pass,475.98,5.47,1.0,7.0,7.0,72.4,34.0
mol1994,CC[C@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,Hunt,False,True,pass,240.21,2.72,1.0,5.0,4.0,106.51,17.0
mol19940,O=C(O)c1cssc1=S,1,Baltruschat_chembl_pka,False,True,pass,178.26,2.24,1.0,4.0,1.0,37.3,9.0
mol19941,O=C(O)c1cc(=S)ss1,1,Baltruschat_chembl_pka,False,True,pass,178.26,2.24,1.0,4.0,1.0,37.3,9.0
mol19942,O=C(NCCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1)NS(=O)(=O)c1cccc(Cl)c1,1,Baltruschat_chembl_pka,False,True,pass,551.47,3.23,4.0,6.0,11.0,150.54,34.0
mol19943,O=C(NCCCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1)NS(=O)(=O)c1cccc(Cl)c1,1,Baltruschat_chembl_pka,False,True,pass,565.5,3.62,4.0,6.0,12.0,150.54,35.0
mol1996,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,1,Hunt,False,True,pass,465.37,1.2,2.0,10.0,6.0,158.7,31.0
mol19963,Cc1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,1,Baltruschat_chembl_pka,False,True,pass,389.5,4.37,3.0,3.0,5.0,68.36,29.0
mol19964,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO,1,Baltruschat_chembl_pka,False,True,pass,375.47,4.07,3.0,3.0,5.0,68.36,28.0
mol19965,O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1)NO,1,Baltruschat_chembl_pka,False,True,pass,451.57,5.73,3.0,3.0,6.0,68.36,34.0
mol19966,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,1,Baltruschat_chembl_pka,False,True,pass,431.58,5.36,3.0,3.0,5.0,68.36,32.0
mol19967,O=C(/C=C/c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)c(F)c1)NO,1,Baltruschat_chembl_pka,False,True,pass,469.56,5.87,3.0,3.0,6.0,68.36,35.0
mol19968,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2F)C1,1,Baltruschat_chembl_pka,False,True,pass,449.57,5.5,3.0,3.0,5.0,68.36,33.0
mol19969,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2Cl)C1,1,Baltruschat_chembl_pka,False,True,pass,466.03,6.02,3.0,3.0,5.0,68.36,33.0
mol19970,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,1,Baltruschat_chembl_pka,False,True,pass,546.59,3.65,2.0,9.0,10.0,177.48,36.0
mol19971,CCCCN(CCCC)P(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,Baltruschat_chembl_pka,False,True,pass,458.46,2.83,2.0,6.0,12.0,162.62,31.0
mol19972,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)N3CCCCC3)O2)c(=O)[nH]c1=O,1,Baltruschat_chembl_pka,False,True,pass,414.36,1.41,2.0,6.0,6.0,162.62,28.0
mol19974,CCCCNP(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,Baltruschat_chembl_pka,False,True,pass,402.35,1.32,3.0,6.0,9.0,171.41,27.0
mol19975,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,1,Baltruschat_chembl_pka,False,True,pass,532.56,3.26,2.0,9.0,11.0,177.48,35.0
mol19976,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)N3CCOCC3)O2)c(=O)[nH]c1=O,1,Baltruschat_chembl_pka,False,True,pass,416.33,0.26,2.0,7.0,6.0,171.85,28.0
mol19983,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)no2)CCCCC1,1,Baltruschat_chembl_pka,False,True,pass,477.6,4.4,3.0,5.0,9.0,87.39,34.0
mol19986,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cncc(CC(C)(C)C)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,445.55,3.64,3.0,4.0,9.0,74.25,32.0
mol19988,CCN(CC)CCNC(=O)[C@H]1C[C@@H]1c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,260.38,2.25,1.0,2.0,7.0,32.34,19.0
mol19989,CN(C)CC(C)(C)CNC(=O)[C@H]1C[C@@H]1c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,274.41,2.49,1.0,2.0,6.0,32.34,20.0
mol19990,O=C(NCCN1CCCC1)[C@H]1C[C@@H]1c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,258.37,2.0,1.0,2.0,5.0,32.34,19.0
mol19991,O=C([C@H]1C[C@@H]1c1ccccc1)N1CCC(N2CCCC2)CC1,1,Baltruschat_chembl_pka,False,True,pass,298.43,2.88,0.0,2.0,3.0,23.55,22.0
mol19992,O=C([C@H]1C[C@@H]1c1ccccc1)N1CCC(N2CCCCC2)CC1,1,Baltruschat_chembl_pka,False,True,pass,312.46,3.27,0.0,2.0,3.0,23.55,23.0
mol19993,O=C(NC1CCC(N2CCCCC2)CC1)[C@H]1C[C@@H]1c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,326.48,3.7,1.0,2.0,4.0,32.34,24.0
mol19994,CC(C)N(CCNC(=O)[C@H]1C[C@@H]1c1ccccc1)C(C)C,1,Baltruschat_chembl_pka,False,True,pass,288.44,3.03,1.0,2.0,7.0,32.34,21.0
mol19996,CC(C)c1cccc(CN[C@H]2COC[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,1,Baltruschat_chembl_pka,False,True,pass,434.37,3.99,3.0,4.0,6.0,61.72,27.0
mol19997,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2cccc(C3CC3)c2)C1,1,Baltruschat_chembl_pka,False,True,pass,480.42,3.14,3.0,5.0,6.0,86.63,29.0
mol19999,CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1,Baltruschat_chembl_pka,False,True,pass,313.45,3.12,1.0,2.0,1.0,35.58,23.0
mol20,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,1,Settimo,False,True,pass,351.41,1.85,4.0,3.0,7.0,108.21,26.0
mol20000,CN1C2COCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1,Baltruschat_chembl_pka,False,True,pass,329.44,2.36,1.0,3.0,1.0,44.81,24.0
mol20001,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1,1,Baltruschat_chembl_pka,False,True,pass,556.46,2.59,3.0,8.0,9.0,98.66,36.0
mol20002,COCCN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1,1,Baltruschat_chembl_pka,False,True,pass,526.44,3.22,2.0,7.0,7.0,78.43,34.0
mol20003,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCO)CC1,1,Baltruschat_chembl_pka,False,True,pass,512.41,2.57,3.0,7.0,6.0,89.43,33.0
mol20004,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1,1,Baltruschat_chembl_pka,False,True,pass,482.38,3.21,2.0,6.0,4.0,69.2,31.0
mol20005,O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2/C1=N\OCCN1CCNCC1,1,Baltruschat_chembl_pka,False,True,pass,468.36,2.86,3.0,6.0,4.0,77.99,30.0
mol20007,O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2/C1=N\OCCN1CCCC1,1,Baltruschat_chembl_pka,False,True,pass,453.34,4.05,2.0,5.0,4.0,65.96,29.0
mol20008,CCN(CC)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1,1,Baltruschat_chembl_pka,False,True,pass,455.36,4.3,2.0,5.0,6.0,65.96,29.0
mol20009,CN(C)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1,1,Baltruschat_chembl_pka,False,True,pass,427.3,3.52,2.0,5.0,4.0,65.96,27.0
mol20018,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,1,Baltruschat_chembl_pka,False,True,pass,325.42,4.85,1.0,2.0,4.0,43.84,25.0
mol20019,COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,389.89,5.51,1.0,3.0,5.0,53.07,28.0
mol20020,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,417.94,6.29,1.0,3.0,7.0,53.07,30.0
mol20024,N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,442.95,6.18,1.0,4.0,8.0,76.86,32.0
mol20025,CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,396.49,4.6,2.0,3.0,6.0,72.94,30.0
mol20026,CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,410.52,4.99,2.0,3.0,7.0,72.94,31.0
mol20027,CCCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,424.55,5.38,2.0,3.0,8.0,72.94,32.0
mol20028,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,408.51,4.76,2.0,3.0,7.0,72.94,31.0
mol20029,CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,410.52,4.99,2.0,3.0,6.0,72.94,31.0
mol20030,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CC3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,408.51,4.74,2.0,3.0,6.0,72.94,31.0
mol20031,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,422.53,5.13,2.0,3.0,6.0,72.94,32.0
mol20036,Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1,1,Baltruschat_chembl_pka,False,True,pass,453.93,6.08,1.0,5.0,6.0,78.85,33.0
mol20037,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,1,Baltruschat_chembl_pka,False,True,pass,453.93,6.08,1.0,5.0,6.0,78.85,33.0
mol20038,Nc1cccc(Cn2c(-c3ccc(Oc4cccnn4)cc3)ccc2-c2ccccc2Cl)n1,1,Baltruschat_chembl_pka,False,True,pass,453.93,6.08,1.0,5.0,6.0,78.85,33.0
mol20040,Nc1cccc(Cn2c(-c3ccc(Nc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1,1,Baltruschat_chembl_pka,False,True,pass,452.95,6.03,2.0,5.0,6.0,81.65,33.0
mol20041,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,506.05,6.44,2.0,5.0,12.0,82.53,36.0
mol20043,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,1,Baltruschat_chembl_pka,False,True,pass,505.06,6.47,3.0,5.0,12.0,85.33,36.0
mol20045,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1OCCO,1,Baltruschat_chembl_pka,False,True,pass,513.99,5.45,2.0,7.0,9.0,108.31,37.0
mol20046,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1NCCO,1,Baltruschat_chembl_pka,False,True,pass,513.0,5.49,3.0,7.0,9.0,111.11,37.0
mol20052,CN1C(=O)CC[C@H]1c1cccnc1,1,Baltruschat_chembl_pka,False,True,pass,176.22,1.37,0.0,2.0,1.0,33.2,13.0
mol20055,O=C(O)Cc1c(-c2ccccc2)ccc2ccccc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20056,O=C(O)Cc1cc(-c2ccccc2)cc2ccccc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20057,O=C(O)Cc1ccc(-c2ccccc2)c2ccccc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20058,O=C(O)Cc1cccc2c(-c3ccccc3)cccc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20059,O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20060,O=C(O)Cc1cccc2ccc(-c3ccccc3)cc12,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20061,O=C(O)Cc1ccc2ccccc2c1-c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20062,O=C(O)Cc1cc2ccccc2cc1-c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20063,O=C(O)Cc1cc(-c2ccccc2)c2ccccc2c1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20064,O=C(O)Cc1ccc2c(-c3ccccc3)cccc2c1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20065,O=C(O)Cc1ccc2cc(-c3ccccc3)ccc2c1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20066,O=C(O)Cc1ccc2ccc(-c3ccccc3)cc2c1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20067,O=C(O)Cc1ccc2cccc(-c3ccccc3)c2c1,1,Baltruschat_chembl_pka,False,True,pass,262.31,4.13,1.0,1.0,3.0,37.3,20.0
mol20068,CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,272.39,2.54,1.0,2.0,2.0,32.34,20.0
mol20069,CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,272.39,2.54,1.0,2.0,2.0,32.34,20.0
mol20070,COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CCN(C)C[C@@H]21,1,Baltruschat_chembl_pka,False,True,pass,302.42,2.55,1.0,3.0,3.0,41.57,22.0
mol20071,COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CCN(C)C[C@H]21,1,Baltruschat_chembl_pka,False,True,pass,302.42,2.55,1.0,3.0,3.0,41.57,22.0
mol20072,COc1ccc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc1,1,Baltruschat_chembl_pka,False,True,pass,302.42,2.55,1.0,3.0,3.0,41.57,22.0
mol20073,COc1ccc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@H]32)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,332.44,2.55,1.0,4.0,4.0,50.8,24.0
mol20074,COc1cc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc(OC)c1OC,1,Baltruschat_chembl_pka,False,True,pass,362.47,2.56,1.0,5.0,5.0,60.03,26.0
mol20075,COc1cc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@H]32)cc(OC)c1OC,1,Baltruschat_chembl_pka,False,True,pass,362.47,2.56,1.0,5.0,5.0,60.03,26.0
mol20076,CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,306.84,3.19,1.0,2.0,2.0,32.34,21.0
mol20077,CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,341.28,3.84,1.0,2.0,2.0,32.34,22.0
mol20078,COc1cc(C(=O)O[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc(OC)c1OC,1,Baltruschat_chembl_pka,False,True,pass,363.45,2.99,0.0,6.0,5.0,57.23,26.0
mol20079,COc1cc(C(=O)O[C@@H]2CCC[C@@H]3CCN(C)C[C@H]32)cc(OC)c1OC,1,Baltruschat_chembl_pka,False,True,pass,363.45,2.99,0.0,6.0,5.0,57.23,26.0
mol20080,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,307.82,3.62,0.0,3.0,2.0,29.54,21.0
mol20081,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,307.82,3.62,0.0,3.0,2.0,29.54,21.0
mol20082,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccccc3)[C@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,273.38,2.96,0.0,3.0,2.0,29.54,20.0
mol20083,CN1CC[C@H]2CCC[C@@H](NS(=O)(=O)c3ccccc3)[C@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,308.45,2.09,1.0,3.0,3.0,49.41,21.0
mol20084,CN1CC[C@H]2CCC[C@@H](NS(=O)(=O)c3ccccc3)[C@@H]2C1,1,Baltruschat_chembl_pka,False,True,pass,308.45,2.09,1.0,3.0,3.0,49.41,21.0
mol20085,O=C(O)c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,1,Baltruschat_chembl_pka,False,True,pass,410.81,0.88,5.0,7.0,5.0,136.68,28.0
